"train","age","educ","black","hisp","married","earn96","unem96","earn98","unem98"
1,34,12,0,0,1,0,1,0,1
0,50,14,0,0,1,0,1,3.87,0
0,50,12,0,0,1,0,1,0,1
1,21,14,0,1,0,0.14,0,10.95,0
1,26,12,0,0,1,0.14,0,15.45,0
1,21,13,0,0,0,1.39,0,2.06,0
1,23,16,0,0,1,3.04,0,8.79,0
1,21,15,0,0,0,6.45,0,10.61,0
1,23,14,0,0,0,6.8,0,6.92,0
0,27,16,0,0,1,9.67,0,16.93,0
1,25,12,0,0,1,11.46,0,18.49,0
1,27,17,0,0,0,12.17,0,14.71,0
0,55,12,0,0,1,12.53,0,0,1
0,20,12,0,0,1,14.32,0,5.66,0
0,18,12,0,0,1,16.11,0,17.71,0
0,27,12,0,0,1,16.47,0,15.98,0
0,28,16,0,0,1,17.9,0,20.58,0
0,36,12,0,0,1,21.48,0,21.66,0
0,27,13,0,0,1,32.23,0,28.52,0
0,45,17,0,0,1,32.23,0,21.4,0
0,45,17,0,0,1,32.23,0,1.9,0
0,45,17,0,0,1,32.23,0,28.79,0
0,32,16,0,0,1,13.82,0,23.04,0
0,22,13,0,0,0,0,1,2.78,0
1,35,15,0,0,1,1.07,0,2.31,0
0,26,15,0,0,0,3.76,0,13.04,0
0,29,17,0,0,1,17.9,0,17.88,0
0,19,12,0,0,1,17.19,0,17,0
1,48,16,0,0,1,2.93,0,3.28,0
1,48,16,0,0,1,2.93,0,10.87,0
1,24,17,0,0,1,0,1,5.44,0
1,27,16,0,0,1,2.51,0,14.65,0
1,21,14,0,0,0,5.37,0,9.39,0
0,53,13,0,0,1,7.88,0,1.31,0
0,53,13,0,0,1,7.88,0,0,1
0,53,16,0,0,1,0,1,0,1
0,22,15,0,0,1,10.74,0,12.88,0
0,21,15,0,0,0,19.34,0,9.47,0
1,30,12,0,0,1,3.58,0,2.18,0
1,22,15,0,0,0,5.73,0,9.54,0
0,23,13,0,0,1,10.74,0,15.2,0
1,33,12,0,0,1,0,1,1.16,0
0,24,13,0,0,0,6.26,0,4.71,0
0,19,12,0,0,1,21.48,0,14.38,0
0,22,15,0,0,1,34.37,0,9.38,0
0,43,14,0,0,1,0,1,9.27,0
1,39,12,0,0,1,14.32,0,6.33,0
1,19,14,0,0,0,6.45,0,10.02,0
0,26,17,0,0,1,25.06,0,18.28,0
0,18,12,0,0,1,22.2,0,10.14,0
1,23,15,0,0,1,5.01,0,18.84,0
0,27,12,0,0,1,0,1,0,1
0,29,17,0,0,1,30.44,0,11.21,0
1,27,12,0,0,1,0.51,0,6.27,0
0,27,15,0,0,1,9.31,0,13.66,0
0,22,12,0,0,1,30.79,0,18.23,0
0,26,17,0,0,0,23.27,0,23.41,0
0,20,12,0,0,1,0,1,0,1
1,30,17,0,0,1,8.59,0,27.37,0
0,21,14,0,0,1,18.62,0,12.5,0
0,25,16,0,0,1,5.91,0,34.24,0
0,27,15,0,0,1,0,1,6.98,0
0,29,16,0,0,1,34.37,0,22.37,0
1,20,12,0,0,0,1.43,0,11.01,0
0,52,12,0,0,1,0,1,0,1
0,23,17,0,0,0,4.3,0,10.23,0
0,21,14,0,0,1,14.32,0,16.75,0
1,24,16,0,0,0,17.9,0,10.66,0
0,30,17,0,0,1,24.17,0,13.49,0
0,25,17,0,0,0,34.83,0,21.12,0
0,21,12,0,0,1,13.61,0,5.61,0
0,28,12,0,0,1,21.48,0,18.6,0
0,20,12,0,0,1,12.53,0,20.48,0
1,36,16,0,0,0,9.67,0,15.57,0
0,47,12,0,0,1,19.03,0,3.23,0
0,24,16,0,0,1,9.67,0,18.29,0
0,25,17,0,0,1,21.13,0,29.83,0
0,21,16,0,0,1,21.13,0,13.78,0
0,26,14,0,0,1,26.85,0,20.68,0
0,20,13,0,1,1,20.05,0,19.31,0
0,27,14,0,0,1,0,1,6.41,0
0,26,12,0,0,0,23.27,0,10.09,0
1,23,17,0,0,1,10.74,0,3.85,0
0,21,12,0,0,1,25.06,0,25.33,0
0,28,14,0,0,1,15.75,0,9.5,0
1,25,14,0,0,0,3.58,0,14.11,0
1,30,12,0,0,1,6.45,0,19.58,0
0,22,13,0,0,0,12.53,0,24.34,0
0,23,16,0,0,1,28.29,0,17.15,0
0,19,13,0,0,0,30.44,0,12.72,0
0,21,14,0,0,1,22.82,0,18.16,0
1,29,17,0,0,1,14.32,0,21.89,0
0,27,16,0,0,1,23.27,0,18.27,0
0,28,15,0,0,1,30.44,0,11.44,0
0,26,12,0,0,1,0,1,10.49,0
1,54,12,0,0,1,0,1,7.28,0
0,27,15,0,0,1,21.48,0,10.87,0
0,26,13,0,0,0,11.46,0,13.57,0
0,21,12,0,0,1,15.87,0,21.29,0
0,21,13,0,0,1,25.49,0,12.78,0
1,22,13,0,0,0,7.52,0,2.79,0
1,27,16,0,0,0,0,1,4.8,0
1,37,15,0,1,1,0.36,0,20.51,0
0,33,13,0,0,0,7.16,0,0,1
0,28,12,0,0,1,8.95,0,8.74,0
0,24,12,0,0,0,10.74,0,3.59,0
1,22,12,0,0,0,15,0,12.15,0
0,23,12,0,0,1,17.9,0,15.75,0
0,19,12,0,1,1,25.06,0,19.96,0
0,27,14,0,0,0,28.65,0,18.5,0
0,22,16,0,0,1,32.23,0,25.29,0
0,42,12,0,0,1,32.23,0,10.06,0
0,20,13,0,0,0,34.98,0,22.92,0
1,29,13,0,0,0,0,1,2.71,0
0,19,12,0,0,1,18.62,0,15.85,0
0,26,12,0,0,1,27.21,0,22.34,0
0,29,12,0,0,1,11.82,0,15.08,0
0,25,12,0,0,0,18.26,0,12.94,0
1,21,12,0,0,1,11.46,0,15.66,0
1,22,12,0,0,1,19.88,0,19.48,0
0,22,12,0,0,1,21.48,0,17.95,0
0,18,12,0,0,0,28.65,0,18.8,0
0,25,12,0,0,1,32.23,0,17.21,0
0,23,12,0,0,1,14.32,0,15.99,0
0,21,12,0,0,1,29.99,0,18.67,0
1,19,12,0,0,1,11.1,0,12.52,0
0,46,12,0,0,1,17.01,0,11.01,0
1,24,12,0,0,1,5.73,0,0,1
1,20,13,0,1,0,0,1,11.41,0
0,24,17,0,0,1,10.74,0,16.33,0
0,23,12,0,0,1,18.26,0,14.78,0
0,34,12,0,0,1,18.33,0,17.7,0
0,35,12,0,0,1,18.63,0,9,0
0,23,12,0,0,0,23.67,0,22.28,0
0,21,12,0,1,1,17.55,0,10.44,0
1,26,12,0,0,1,0,1,0,1
0,23,13,0,0,1,17.19,0,18.97,0
0,27,12,0,1,1,22.56,0,10.1,0
0,50,12,0,1,1,19.69,0,24.29,0
1,25,12,0,0,1,5.37,0,11.74,0
0,21,13,0,0,1,17.19,0,5.92,0
0,19,12,0,0,1,19.69,0,13.74,0
0,20,12,0,0,1,20.41,0,16.83,0
0,32,12,0,0,1,22.92,0,16.41,0
0,24,13,0,0,1,22.92,0,17.51,0
0,26,14,0,0,1,26.85,0,16.06,0
0,20,12,0,0,1,26.85,0,8.76,0
0,24,17,0,0,0,32.23,0,16.1,0
0,21,13,0,0,0,32.23,0,13.57,0
0,22,12,0,0,0,28.65,0,8.49,0
0,47,12,0,0,1,21.05,0,0,1
0,22,12,0,0,0,31.51,0,12.26,0
0,35,12,0,0,1,18.62,0,14.32,0
0,49,12,0,0,1,22.16,0,5.42,0
1,23,12,0,0,1,21.13,0,15.23,0
1,34,17,0,0,0,14.32,0,21.29,0
0,21,12,0,0,1,16.11,0,18.1,0
1,23,12,0,0,1,10.74,0,8.26,0
1,23,12,0,0,1,14.32,0,17.75,0
0,32,17,0,0,0,14.32,0,14.62,0
0,34,12,0,0,1,23.27,0,28.81,0
0,29,12,0,0,1,25.06,0,17.63,0
0,28,14,0,0,1,26.85,0,12.33,0
0,18,12,0,0,0,28.65,0,7.18,0
0,25,13,0,0,1,33.48,0,16.3,0
0,24,12,0,0,0,31.51,0,11.76,0
1,23,12,0,0,1,20.41,0,19.18,0
1,46,12,0,0,1,14.32,0,16.02,0
0,41,12,0,0,1,21.48,0,10.2,0
0,19,12,0,0,1,28.29,0,18.71,0
0,29,12,0,0,1,18.08,0,16.98,0
0,22,12,0,0,1,9.31,0,13.92,0
0,21,12,0,0,0,19.34,0,10.87,0
0,27,12,0,0,1,25.06,0,7.26,0
0,37,12,0,0,1,22.74,0,16.3,0
0,44,12,0,0,1,14.68,0,13.37,0
0,38,16,0,0,1,15.75,0,11.92,0
0,34,12,0,0,1,0,1,3.67,0
0,49,12,0,0,0,0,1,5.93,0
1,23,12,0,0,1,0,1,0,1
0,43,12,0,0,1,0,1,0,1
0,28,16,0,0,0,12.89,0,0.49,0
0,53,12,0,0,1,19.79,0,0,1
0,21,12,0,0,1,20.41,0,3.99,0
0,21,12,0,0,1,21.48,0,22.37,0
0,24,12,0,0,1,22.15,0,19.71,0
0,21,12,0,0,0,23.27,0,2.09,0
0,23,14,0,0,1,23.27,0,13.55,0
0,28,12,0,0,1,25.06,0,20.72,0
0,28,12,0,0,1,25.06,0,6.93,0
0,25,17,0,0,1,25.24,0,27.46,0
0,23,13,0,0,1,26.85,0,8.24,0
0,30,12,0,0,1,27.27,0,13.78,0
0,23,12,0,0,1,27.57,0,20.31,0
0,26,12,0,0,1,28.65,0,21.69,0
0,26,12,0,0,1,28.65,0,10.29,0
0,22,12,0,0,1,28.93,0,12.91,0
0,28,16,0,0,1,30.44,0,21.02,0
0,24,16,0,0,1,32.23,0,24.2,0
0,45,12,0,0,1,22.54,0,11.69,0
0,31,16,0,0,1,19.69,0,10.6,0
0,25,14,0,0,1,28.65,0,19.12,0
0,22,12,0,0,1,32.05,0,6.19,0
0,36,12,0,0,1,27.93,0,23.37,0
0,27,12,0,0,1,28.65,0,19.1,0
0,33,12,0,0,1,32.23,0,30.53,0
0,46,12,0,0,1,23.27,0,10.94,0
0,23,14,0,0,1,25.06,0,5.35,0
0,25,16,0,0,1,27.21,0,19.2,0
0,27,14,0,0,1,33.66,0,29.33,0
0,49,16,0,0,1,24.71,0,17.63,0
0,22,12,0,0,1,25.06,0,24.12,0
0,22,13,0,0,0,25.06,0,14.37,0
0,23,17,0,0,0,28.65,0,10.72,0
0,26,12,0,0,1,28.65,0,7.62,0
0,22,12,0,0,0,32.23,0,14.89,0
1,28,12,0,0,1,14.32,0,17.84,0
1,20,12,0,0,1,4.73,0,0,1
0,26,12,0,0,1,22.2,0,7.02,0
0,24,12,0,0,1,27.93,0,23.05,0
0,22,12,0,0,1,17.9,0,13.84,0
0,27,17,0,0,1,21.48,0,15.48,0
0,26,12,0,0,1,24.35,0,15.98,0
0,19,12,0,0,1,25.06,0,17.19,0
0,20,12,0,0,1,17.55,0,5.53,0
0,25,12,0,0,1,28.41,0,14.31,0
0,29,16,0,0,1,10.74,0,9.21,0
1,23,14,0,0,0,24.35,0,23.66,0
0,28,12,0,0,1,25.06,0,19,0
0,30,14,0,0,1,28.65,0,23.23,0
0,24,12,0,1,1,32.94,0,16.82,0
0,27,12,0,0,1,31.67,0,16.1,0
1,42,13,0,0,1,0,1,13.63,0
0,47,12,0,0,1,0,1,0,1
0,26,12,0,0,1,1.43,0,23.39,0
1,21,12,0,0,1,6.45,0,13.97,0
0,25,16,0,0,0,12.08,0,8.4,0
0,23,12,0,0,0,21.48,0,24.37,0
0,31,12,0,0,1,25.06,0,17.48,0
0,30,12,0,0,1,25.06,0,12,0
0,28,17,0,0,1,26.85,0,16.52,0
0,24,12,0,0,1,26.85,0,14.74,0
0,28,12,0,0,1,27.21,0,19.77,0
0,23,12,0,0,0,28.65,0,12.75,0
0,35,12,0,0,0,30.08,0,14.15,0
0,27,14,0,0,1,30.44,0,14.14,0
0,23,12,0,0,1,31.51,0,30.81,0
0,24,12,0,0,1,32.23,0,14.89,0
0,21,14,0,0,1,17.56,0,19.68,0
0,20,12,0,0,1,28.65,0,3.99,0
1,29,12,0,0,1,14.32,0,14.09,0
0,22,12,0,1,1,17.22,0,20.96,0
0,24,12,0,0,0,26.85,0,16.48,0
0,27,12,0,0,1,29.72,0,23.3,0
0,23,12,0,0,1,22.2,0,25.16,0
0,23,16,0,0,0,12.53,0,15.88,0
0,33,14,0,0,1,28.65,0,15.09,0
0,34,12,0,0,1,28.65,0,19.52,0
0,44,12,0,0,1,28.85,0,15.7,0
0,37,13,0,0,1,17.9,0,5.89,0
0,26,16,0,0,1,23.27,0,16.29,0
0,23,13,0,0,1,28.65,0,15.74,0
0,27,12,0,0,1,28.65,0,15.5,0
0,21,12,0,0,1,30.44,0,5.58,0
1,24,12,0,0,1,1.44,0,6.94,0
0,26,12,0,0,1,21.48,0,19.46,0
0,24,13,0,0,1,28.65,0,20.38,0
0,50,12,0,0,1,28.65,0,7.51,0
0,50,12,0,0,1,28.65,0,9.19,0
0,28,13,0,0,1,28.65,0,14.93,0
0,22,12,0,0,1,17.9,0,16.5,0
0,29,12,0,0,0,28.74,0,15.04,0
1,27,17,0,0,0,0,1,0,1
0,46,12,0,0,1,1.47,0,0,1
0,21,13,0,0,0,9.89,0,18.96,0
0,37,12,0,0,1,17.9,0,15.74,0
1,37,12,0,0,1,17.9,0,1.97,0
0,22,12,0,0,0,21.48,0,10.9,0
0,22,12,0,0,0,23.27,0,21.28,0
0,27,12,0,0,1,25.06,0,12.88,0
0,49,16,0,0,1,25.78,0,13.35,0
0,26,12,0,0,1,26.85,0,23.93,0
0,33,14,0,0,1,26.85,0,14.04,0
0,28,15,0,0,1,27.57,0,24.31,0
0,29,17,0,0,1,28.29,0,20.05,0
0,25,14,0,1,1,28.65,0,2.89,0
0,32,12,0,0,1,28.65,0,5.88,0
0,40,12,0,0,1,28.65,0,18.5,0
0,40,12,0,0,1,28.65,0,20.06,0
0,27,16,0,0,1,28.65,0,17.19,0
0,36,12,0,0,1,25.45,0,17.72,0
0,23,12,0,0,1,9.67,0,24.73,0
0,22,12,0,0,0,19.69,0,8.52,0
0,28,12,0,0,1,26.6,0,19.05,0
1,24,12,0,1,1,17.9,0,28.61,0
1,26,13,0,0,0,7.16,0,14.01,0
0,25,12,0,0,1,24.36,0,6.35,0
0,28,14,0,0,0,24.35,0,20.46,0
0,24,12,0,0,1,18.62,0,7.05,0
0,26,14,0,0,1,14.32,0,16.33,0
0,20,15,0,0,1,16.11,0,14.46,0
0,23,12,0,0,1,25.06,0,26.43,0
0,23,12,0,0,1,0,1,2.75,0
0,34,12,0,0,1,0,1,0.22,0
0,24,12,0,1,1,9.7,0,24.9,0
1,28,12,0,0,0,10.03,0,7.96,0
0,28,12,0,0,1,22.2,0,10.28,0
0,21,13,0,0,1,17.9,0,17.6,0
0,47,17,0,0,1,20.05,0,1.99,0
0,26,12,0,1,1,0,1,12.54,0
0,28,12,0,0,1,0,1,7.87,0
1,33,17,0,0,0,0,1,5.46,0
1,50,16,0,0,0,0,1,2.8,0
0,26,13,0,0,1,0,1,5.17,0
0,25,12,0,0,1,17.47,0,6.85,0
0,24,12,0,0,1,13.25,0,15.71,0
0,24,14,0,0,1,0,1,15.25,0
1,29,12,0,0,1,0,1,4.39,0
0,42,16,0,0,1,0,1,13.79,0
0,28,12,0,0,1,16.73,0,5.66,0
1,26,13,0,1,1,11.34,0,19.57,0
0,27,15,0,0,1,0,1,0,1
0,26,12,0,0,1,0,1,2.76,0
1,24,13,0,0,1,3.58,0,11.91,0
0,34,16,0,0,1,0,1,0,1
1,50,12,0,0,1,0,1,0,1
0,31,17,0,0,1,0,1,3.62,0
0,41,13,0,0,0,0,1,0,1
1,28,12,0,0,1,0,1,4.54,0
0,53,6,0,0,1,0,1,0,1
0,53,7,0,1,0,0,1,0,1
0,47,8,0,0,0,0,1,0,1
0,55,8,0,0,1,0,1,0,1
0,41,8,0,0,1,0,1,7.21,0
0,45,8,0,0,1,0,1,0,1
0,46,9,0,1,1,0,1,8.27,0
0,48,9,0,0,1,0,1,0,1
1,46,9,0,1,1,0,1,2.92,0
0,54,9,0,0,1,0,1,0,1
1,40,10,0,1,1,0,1,7.62,0
0,41,11,0,0,1,0,1,12.52,0
0,52,8,0,0,1,0,1,0,1
0,45,9,0,0,1,0,1,0,1
0,40,8,0,0,1,0,1,4.66,0
0,37,10,0,0,1,0,1,0,1
0,48,11,0,0,1,0,1,0,1
0,36,9,0,0,1,0,1,0,1
0,40,7,0,0,1,0,1,7.28,0
0,40,7,0,0,1,0,1,9.24,0
1,38,11,0,0,1,0,1,9.32,0
1,53,7,0,0,1,0,1,0,1
1,52,7,0,0,1,0,1,0,1
1,46,6,0,0,1,0,1,3.96,0
0,40,8,0,0,1,0,1,2.85,0
0,53,8,0,0,1,0,1,0,1
1,50,11,0,0,1,0,1,0,1
1,33,11,0,0,1,0,1,14.57,0
1,33,11,0,0,1,0,1,0,1
0,52,8,0,0,1,0,1,0,1
0,50,8,0,0,1,0,1,0,1
0,41,8,0,0,1,0,1,5.67,0
0,53,9,0,0,1,0,1,0,1
1,48,11,0,0,0,0,1,0,1
0,31,9,0,0,1,0,1,1.94,0
1,42,8,0,0,1,0,1,9.76,0
0,54,10,0,0,1,0,1,0,1
0,50,10,0,0,1,0,1,0,1
1,48,6,0,1,1,0,1,13.28,0
1,22,9,0,0,1,0,1,0,1
0,41,8,0,0,1,0,1,0,1
1,41,8,0,0,1,0,1,2.27,0
1,45,9,0,0,1,0.63,0,0,1
0,46,8,0,0,1,17.9,0,3.86,0
0,46,8,0,0,1,17.9,0,7.02,0
0,53,8,0,0,1,28.65,0,11.98,0
0,53,6,0,0,1,34.37,0,12.86,0
1,54,8,0,0,1,1.07,0,5.52,0
1,37,9,0,0,0,7.09,0,2.77,0
0,38,2,0,0,0,12.53,0,6.58,0
0,20,10,0,0,0,7.05,0,2.63,0
0,20,11,0,0,1,6.45,0,10.76,0
0,42,8,0,0,1,0,1,0,1
0,42,8,0,0,1,0,1,14.06,0
0,55,7,0,0,0,16.69,0,4.28,0
0,20,10,0,0,0,17.9,0,10.89,0
1,52,0,0,0,1,0,1,0,1
0,19,11,0,0,0,25.06,0,23.07,0
0,51,7,0,0,1,17.9,0,0.7,0
1,23,11,0,1,0,5.37,0,10.84,0
0,20,11,0,0,0,19.69,0,8.16,0
1,40,10,0,0,1,9.67,0,10.8,0
1,19,11,0,0,0,9.31,0,11.44,0
0,23,6,0,0,1,14.32,0,13.56,0
0,47,4,0,0,1,17.19,0,0,1
0,51,7,0,0,1,17.9,0,1.85,0
1,19,9,0,0,1,12.17,0,16.12,0
0,19,10,0,0,0,8.59,0,0.16,0
0,52,8,0,0,1,0,1,0,1
0,20,9,0,0,1,17.9,0,17.11,0
0,20,8,0,0,0,7.17,0,0,1
0,25,8,0,0,1,0,1,6.98,0
0,25,9,0,0,0,26.85,0,29.83,0
0,22,11,0,0,1,11.64,0,7.63,0
1,55,8,0,0,1,7.64,0,13.75,0
1,20,11,0,0,1,10.74,0,9.26,0
1,22,11,0,0,1,3.58,0,20.34,0
0,45,2,0,1,1,14.32,0,0,1
1,29,10,0,0,1,0,1,0,1
0,41,10,0,1,1,18.27,0,4.82,0
0,49,5,0,0,1,16.11,0,6.01,0
0,39,8,0,0,1,19.69,0,19.95,0
0,22,11,0,0,1,27.93,0,12.54,0
0,32,10,0,0,1,32.23,0,17.26,0
1,40,11,0,0,1,0,1,13.09,0
0,26,8,0,0,1,14.9,0,15.66,0
1,33,10,0,0,1,5.24,0,16.83,0
0,27,8,0,0,1,15.4,0,13.26,0
1,25,10,0,1,1,16.11,0,15.45,0
0,46,9,0,0,1,28.65,0,13.38,0
0,23,9,0,0,1,0,1,0,1
0,20,10,0,1,1,17.9,0,25.51,0
0,49,11,0,0,1,23.27,0,10.77,0
0,27,10,0,0,1,23.63,0,19.89,0
0,28,8,0,0,1,28.65,0,19.76,0
1,34,10,0,0,1,4.65,0,14.34,0
0,38,7,0,0,1,10.74,0,0,1
1,21,11,0,1,1,8.23,0,20.17,0
0,27,6,0,0,1,23.27,0,15.34,0
0,47,8,0,1,1,14.32,0,0,1
0,19,10,0,0,1,13.96,0,19.55,0
0,44,6,0,0,1,26.85,0,22.2,0
0,25,10,0,0,1,17.29,0,13.78,0
0,28,8,0,0,1,20.76,0,15.58,0
1,29,8,0,0,1,17.9,0,23.09,0
0,19,10,0,0,1,28.65,0,12.14,0
0,33,10,0,0,1,24.35,0,7.33,0
0,37,8,0,0,1,26.85,0,16.86,0
1,21,11,0,0,0,10.74,0,14.62,0
0,23,9,0,0,1,23.99,0,21.9,0
1,27,9,0,0,1,4.65,0,20.43,0
1,46,10,0,0,1,14.32,0,7.26,0
0,46,10,0,0,1,14.32,0,2.13,0
0,53,2,0,0,1,17.19,0,0,1
0,48,8,0,0,1,17.69,0,1.12,0
1,48,8,0,0,1,17.69,0,26.99,0
0,43,9,0,0,1,21.48,0,0,1
0,34,10,0,0,1,24.35,0,14.61,0
0,45,0,0,1,1,32.23,0,1.45,0
0,41,9,0,0,1,25.78,0,7.31,0
1,51,8,0,0,1,3.09,0,0,1
0,26,10,0,0,0,28.65,0,15.66,0
0,53,4,0,0,1,5.32,0,0,1
0,30,9,0,0,1,22.99,0,17.34,0
1,53,8,0,0,1,0,1,2.53,0
0,49,6,0,1,1,32.94,0,17.3,0
0,49,6,0,1,1,32.94,0,11.17,0
0,37,11,0,0,1,0,1,5.45,0
1,33,9,0,0,1,12.53,0,6.72,0
0,33,9,0,0,1,12.53,0,12.6,0
0,20,11,0,0,1,14.32,0,0,1
0,44,8,0,0,1,20.62,0,14.9,0
0,28,9,0,0,1,25.06,0,12.54,0
0,35,7,0,0,1,25.42,0,10.2,0
0,35,7,0,0,1,25.42,0,20.78,0
0,41,9,0,0,1,27.93,0,14.28,0
0,40,10,0,0,0,21.48,0,8.63,0
0,20,11,0,0,0,12.39,0,12.32,0
0,19,11,0,0,1,12.83,0,21.99,0
0,39,7,0,0,1,13.25,0,12.06,0
0,22,11,0,0,1,17.19,0,14.38,0
0,37,11,0,0,1,18.52,0,12.34,0
0,52,10,0,0,1,24.35,0,12.05,0
0,31,11,0,0,1,27.57,0,21.05,0
0,21,10,0,0,1,28.16,0,11.99,0
0,52,8,0,0,1,28.65,0,5,0
0,20,11,0,0,0,28.65,0,4.42,0
0,52,5,0,0,1,28.65,0,16.82,0
0,45,3,0,1,1,32.23,0,10.82,0
0,28,6,0,0,1,12.79,0,0,1
0,44,9,0,0,1,27.81,0,19.14,0
0,28,11,0,0,1,21.48,0,15.67,0
0,53,8,0,0,1,28.65,0,0.76,0
0,53,7,0,0,1,28.65,0,0,1
0,52,4,0,0,1,30.15,0,9.89,0
0,23,11,0,1,1,16.83,0,21.22,0
0,25,9,0,0,1,25.78,0,7.01,0
1,54,8,0,1,1,0,1,1.62,0
1,54,8,0,1,1,0,1,6.18,0
0,21,11,0,0,1,22.92,0,11.01,0
0,46,8,0,0,1,21.48,0,17.28,0
1,39,8,0,0,1,25.06,0,14.22,0
0,19,8,0,0,1,25.06,0,3.1,0
0,49,10,0,0,1,28.65,0,17.48,0
0,38,11,0,0,1,28.65,0,23.68,0
0,31,10,0,0,1,25.06,0,22.15,0
0,45,4,0,0,1,27.17,0,0,1
0,28,9,0,0,0,26.5,0,4.15,0
0,34,11,0,0,1,0,1,11.23,0
0,46,8,0,0,0,26.32,0,6.12,0
0,30,9,0,0,1,15.75,0,13.87,0
1,49,8,0,1,0,2.15,0,3.64,0
0,18,10,0,1,1,21.48,0,14.44,0
0,46,4,0,0,1,28.65,0,11.95,0
0,22,11,0,0,0,7.52,0,10.82,0
0,20,10,0,0,1,23.99,0,10.6,0
0,23,11,0,0,1,23.97,0,19.93,0
0,22,11,0,0,1,0,1,0,1
1,21,9,0,0,1,6.41,0,8.96,0
0,46,10,0,1,1,21.48,0,15.36,0
0,38,9,0,0,1,15.75,0,20.65,0
0,49,4,0,0,1,14.32,0,5.93,0
1,51,11,0,0,1,13.96,0,13.11,0
1,31,10,0,0,1,4.93,0,17.12,0
1,48,10,0,0,1,5.73,0,0,1
0,28,11,0,0,1,10.74,0,15.38,0
0,52,11,0,0,1,0,1,0,1
1,48,8,0,0,1,0,1,7.41,0
1,32,9,0,0,1,2.86,0,11.93,0
