train,age,educ,black,hisp,married,earn96,unem96,earn98,unem98
1.00,38.00,3.00,1.00,0.00,1.00,11.46,0.00,4.41,0.00
1.00,38.00,3.00,1.00,0.00,1.00,11.46,0.00,16.37,0.00
1.00,43.00,10.00,1.00,0.00,1.00,4.30,0.00,8.99,0.00
0.00,30.00,6.00,1.00,0.00,1.00,6.80,0.00,0.00,1.00
1.00,35.00,10.00,1.00,0.00,1.00,7.59,0.00,6.09,0.00
1.00,35.00,10.00,1.00,0.00,1.00,7.59,0.00,18.29,0.00
1.00,35.00,10.00,1.00,0.00,1.00,7.59,0.00,13.86,0.00
0.00,44.00,11.00,1.00,0.00,1.00,10.74,0.00,0.00,1.00
1.00,23.00,10.00,1.00,0.00,0.00,14.32,0.00,20.00,0.00
0.00,41.00,8.00,1.00,0.00,1.00,22.34,0.00,12.31,0.00
0.00,39.00,5.00,1.00,0.00,1.00,26.85,0.00,10.28,0.00
0.00,39.00,5.00,1.00,0.00,1.00,26.85,0.00,17.23,0.00
0.00,39.00,5.00,1.00,0.00,1.00,26.85,0.00,18.61,0.00
0.00,25.00,11.00,1.00,0.00,0.00,23.27,0.00,10.82,0.00
1.00,38.00,9.00,1.00,0.00,1.00,15.88,0.00,15.02,0.00
0.00,50.00,9.00,1.00,0.00,1.00,14.94,0.00,1.09,0.00
0.00,22.00,11.00,1.00,0.00,1.00,12.37,0.00,25.34,0.00
1.00,19.00,10.00,1.00,0.00,0.00,6.87,0.00,2.78,0.00
1.00,25.00,10.00,1.00,0.00,1.00,8.56,0.00,21.97,0.00
0.00,47.00,6.00,1.00,0.00,1.00,8.59,0.00,4.22,0.00
0.00,24.00,8.00,1.00,0.00,1.00,10.74,0.00,14.06,0.00
0.00,44.00,11.00,1.00,0.00,0.00,12.53,0.00,4.51,0.00
0.00,24.00,11.00,1.00,0.00,1.00,0.00,1.00,7.61,0.00
0.00,19.00,11.00,1.00,0.00,1.00,15.18,0.00,15.33,0.00
0.00,22.00,11.00,1.00,0.00,0.00,26.85,0.00,17.42,0.00
1.00,30.00,6.00,1.00,0.00,1.00,0.00,1.00,8.79,0.00
1.00,50.00,10.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,26.00,8.00,1.00,0.00,1.00,8.59,0.00,12.69,0.00
1.00,46.00,6.00,1.00,0.00,0.00,19.36,0.00,0.00,1.00
0.00,38.00,10.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,24.00,9.00,1.00,0.00,0.00,10.74,0.00,6.14,0.00
0.00,55.00,3.00,1.00,0.00,1.00,10.74,0.00,0.25,0.00
1.00,40.00,5.00,1.00,0.00,1.00,10.74,0.00,4.20,0.00
0.00,25.00,9.00,1.00,0.00,1.00,12.53,0.00,23.15,0.00
0.00,43.00,7.00,1.00,0.00,1.00,13.63,0.00,7.27,0.00
0.00,18.00,11.00,1.00,0.00,0.00,13.86,0.00,11.85,0.00
0.00,28.00,7.00,1.00,0.00,1.00,16.28,0.00,11.07,0.00
0.00,52.00,4.00,1.00,0.00,1.00,23.27,0.00,0.00,1.00
1.00,22.00,8.00,1.00,0.00,1.00,24.06,0.00,9.01,0.00
0.00,34.00,7.00,1.00,0.00,1.00,25.06,0.00,17.16,0.00
0.00,31.00,9.00,1.00,0.00,1.00,11.24,0.00,19.29,0.00
0.00,27.00,8.00,1.00,0.00,0.00,13.25,0.00,5.53,0.00
1.00,32.00,11.00,1.00,0.00,1.00,0.00,1.00,10.59,0.00
1.00,49.00,5.00,1.00,0.00,0.00,11.46,0.00,1.71,0.00
0.00,33.00,8.00,1.00,0.00,1.00,17.16,0.00,19.38,0.00
0.00,26.00,8.00,1.00,0.00,1.00,7.16,0.00,9.97,0.00
0.00,20.00,10.00,1.00,0.00,1.00,13.66,0.00,0.00,1.00
0.00,45.00,8.00,1.00,0.00,1.00,19.07,0.00,2.77,0.00
0.00,33.00,11.00,1.00,0.00,1.00,23.27,0.00,5.51,0.00
0.00,41.00,3.00,1.00,0.00,1.00,6.45,0.00,2.50,0.00
1.00,25.00,7.00,1.00,0.00,1.00,21.48,0.00,23.45,0.00
0.00,35.00,11.00,1.00,0.00,1.00,17.12,0.00,9.18,0.00
0.00,35.00,11.00,1.00,0.00,1.00,17.12,0.00,17.34,0.00
0.00,41.00,4.00,1.00,0.00,0.00,10.74,0.00,0.00,1.00
0.00,36.00,6.00,1.00,0.00,0.00,14.90,0.00,0.00,1.00
1.00,52.00,5.00,1.00,0.00,1.00,8.59,0.00,8.24,0.00
1.00,52.00,5.00,1.00,0.00,1.00,8.59,0.00,0.00,1.00
0.00,29.00,10.00,1.00,0.00,1.00,16.25,0.00,3.56,0.00
1.00,42.00,10.00,1.00,0.00,0.00,3.44,0.00,6.51,0.00
1.00,22.00,11.00,1.00,0.00,1.00,10.03,0.00,8.58,0.00
1.00,27.00,11.00,1.00,0.00,1.00,10.74,0.00,15.24,0.00
0.00,42.00,5.00,1.00,0.00,1.00,14.32,0.00,15.52,0.00
0.00,42.00,5.00,1.00,0.00,1.00,14.32,0.00,14.79,0.00
1.00,28.00,9.00,1.00,0.00,1.00,16.47,0.00,6.36,0.00
0.00,45.00,9.00,1.00,0.00,1.00,17.90,0.00,17.20,0.00
0.00,45.00,6.00,1.00,0.00,1.00,17.90,0.00,1.96,0.00
0.00,34.00,9.00,1.00,0.00,1.00,22.42,0.00,13.80,0.00
0.00,49.00,5.00,1.00,0.00,1.00,15.40,0.00,5.77,0.00
0.00,27.00,7.00,1.00,0.00,1.00,14.32,0.00,16.29,0.00
0.00,21.00,11.00,1.00,0.00,1.00,9.70,0.00,6.63,0.00
0.00,54.00,6.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,40.00,9.00,1.00,0.00,1.00,13.14,0.00,10.30,0.00
0.00,41.00,5.00,1.00,0.00,1.00,21.48,0.00,16.39,0.00
0.00,29.00,10.00,1.00,0.00,1.00,16.65,0.00,3.14,0.00
0.00,29.00,10.00,1.00,0.00,1.00,21.78,0.00,8.52,0.00
0.00,26.00,10.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,40.00,8.00,1.00,0.00,1.00,16.11,0.00,8.79,0.00
0.00,40.00,7.00,1.00,0.00,1.00,17.90,0.00,13.65,0.00
0.00,49.00,7.00,1.00,0.00,0.00,22.54,0.00,0.00,1.00
0.00,50.00,8.00,1.00,0.00,1.00,19.69,0.00,6.21,0.00
0.00,24.00,8.00,1.00,0.00,1.00,26.07,0.00,26.52,0.00
0.00,24.00,10.00,1.00,0.00,1.00,13.25,0.00,5.31,0.00
0.00,30.00,11.00,1.00,0.00,1.00,17.62,0.00,14.47,0.00
1.00,26.00,10.00,1.00,0.00,1.00,9.85,0.00,20.33,0.00
0.00,50.00,5.00,1.00,0.00,1.00,20.27,0.00,10.08,0.00
0.00,22.00,10.00,1.00,0.00,1.00,18.05,0.00,22.40,0.00
0.00,40.00,7.00,1.00,0.00,1.00,17.35,0.00,13.78,0.00
1.00,52.00,5.00,1.00,0.00,1.00,2.15,0.00,7.04,0.00
0.00,49.00,5.00,1.00,0.00,1.00,10.74,0.00,12.72,0.00
0.00,20.00,10.00,1.00,0.00,1.00,10.74,0.00,14.87,0.00
0.00,44.00,5.00,1.00,0.00,1.00,17.90,0.00,0.65,0.00
0.00,34.00,9.00,1.00,0.00,1.00,17.90,0.00,10.42,0.00
0.00,46.00,9.00,1.00,0.00,0.00,18.62,0.00,18.89,0.00
0.00,47.00,4.00,1.00,0.00,0.00,21.48,0.00,0.43,0.00
0.00,24.00,11.00,1.00,0.00,1.00,21.48,0.00,6.32,0.00
0.00,39.00,5.00,1.00,0.00,1.00,21.48,0.00,0.00,1.00
0.00,32.00,11.00,1.00,0.00,0.00,28.65,0.00,16.78,0.00
0.00,23.00,11.00,1.00,0.00,1.00,12.53,0.00,22.40,0.00
0.00,39.00,11.00,1.00,0.00,1.00,23.27,0.00,20.24,0.00
0.00,41.00,10.00,1.00,0.00,1.00,29.52,0.00,22.37,0.00
0.00,32.00,10.00,1.00,0.00,0.00,17.90,0.00,18.36,0.00
0.00,40.00,5.00,1.00,0.00,1.00,24.35,0.00,4.17,0.00
0.00,37.00,11.00,1.00,0.00,1.00,27.93,0.00,11.42,0.00
0.00,37.00,11.00,1.00,0.00,1.00,27.93,0.00,13.14,0.00
1.00,29.00,10.00,1.00,0.00,1.00,14.61,0.00,17.43,0.00
0.00,28.00,7.00,1.00,0.00,1.00,16.52,0.00,16.37,0.00
1.00,39.00,9.00,1.00,0.00,1.00,19.34,0.00,8.00,0.00
1.00,39.00,9.00,1.00,0.00,1.00,19.34,0.00,24.59,0.00
0.00,34.00,8.00,1.00,0.00,1.00,25.06,0.00,23.23,0.00
0.00,49.00,10.00,1.00,0.00,1.00,0.00,1.00,1.96,0.00
0.00,49.00,10.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,47.00,6.00,1.00,0.00,1.00,16.11,0.00,4.55,0.00
0.00,30.00,9.00,1.00,0.00,1.00,17.90,0.00,13.47,0.00
0.00,31.00,9.00,1.00,0.00,1.00,17.90,0.00,10.74,0.00
0.00,44.00,7.00,1.00,0.00,1.00,21.48,0.00,20.08,0.00
1.00,48.00,10.00,1.00,0.00,1.00,10.74,0.00,20.47,0.00
0.00,27.00,11.00,1.00,0.00,1.00,7.88,0.00,8.12,0.00
0.00,22.00,11.00,1.00,0.00,0.00,14.32,0.00,10.02,0.00
1.00,22.00,11.00,1.00,0.00,0.00,10.38,0.00,8.97,0.00
0.00,26.00,6.00,1.00,0.00,1.00,19.61,0.00,10.36,0.00
0.00,22.00,9.00,1.00,0.00,1.00,20.84,0.00,17.29,0.00
0.00,33.00,6.00,1.00,0.00,1.00,11.92,0.00,0.00,1.00
1.00,34.00,11.00,1.00,0.00,0.00,4.30,0.00,1.03,0.00
1.00,23.00,11.00,1.00,0.00,1.00,11.64,0.00,15.47,0.00
0.00,25.00,9.00,1.00,0.00,0.00,14.32,0.00,7.44,0.00
1.00,28.00,9.00,1.00,0.00,1.00,14.32,0.00,20.09,0.00
0.00,35.00,11.00,1.00,0.00,1.00,17.90,0.00,1.96,0.00
0.00,29.00,10.00,1.00,0.00,1.00,19.56,0.00,18.72,0.00
0.00,42.00,8.00,1.00,0.00,1.00,21.48,0.00,2.19,0.00
0.00,47.00,11.00,1.00,0.00,1.00,21.48,0.00,5.78,0.00
0.00,39.00,10.00,1.00,0.00,0.00,25.06,0.00,14.94,0.00
0.00,43.00,8.00,1.00,0.00,1.00,25.06,0.00,11.74,0.00
0.00,43.00,8.00,1.00,0.00,1.00,25.06,0.00,26.73,0.00
0.00,28.00,10.00,1.00,0.00,1.00,30.44,0.00,10.10,0.00
0.00,47.00,11.00,1.00,0.00,1.00,32.11,0.00,20.29,0.00
0.00,53.00,4.00,1.00,0.00,1.00,17.90,0.00,4.77,0.00
0.00,54.00,4.00,1.00,0.00,0.00,21.93,0.00,0.00,1.00
0.00,44.00,7.00,1.00,0.00,1.00,29.13,0.00,21.70,0.00
0.00,54.00,3.00,1.00,0.00,1.00,19.21,0.00,0.00,1.00
0.00,34.00,10.00,1.00,0.00,1.00,23.27,0.00,13.85,0.00
0.00,48.00,5.00,1.00,0.00,1.00,27.21,0.00,18.43,0.00
1.00,25.00,10.00,1.00,0.00,1.00,17.90,0.00,3.17,0.00
0.00,53.00,6.00,1.00,0.00,1.00,21.48,0.00,8.59,0.00
1.00,31.00,6.00,1.00,0.00,0.00,21.48,0.00,19.44,0.00
1.00,50.00,6.00,1.00,0.00,1.00,8.19,0.00,0.00,1.00
0.00,31.00,11.00,1.00,0.00,1.00,29.72,0.00,13.41,0.00
0.00,21.00,9.00,1.00,0.00,0.00,32.66,0.00,14.60,0.00
0.00,36.00,11.00,1.00,0.00,1.00,25.06,0.00,21.34,0.00
0.00,44.00,9.00,1.00,0.00,1.00,29.29,0.00,12.11,0.00
0.00,46.00,8.00,1.00,0.00,1.00,14.18,0.00,8.83,0.00
0.00,48.00,6.00,1.00,0.00,0.00,23.27,0.00,5.80,0.00
0.00,50.00,7.00,1.00,0.00,1.00,25.06,0.00,5.96,0.00
0.00,50.00,7.00,1.00,0.00,1.00,25.06,0.00,8.51,0.00
0.00,26.00,11.00,1.00,0.00,1.00,26.50,0.00,24.80,0.00
0.00,30.00,10.00,1.00,0.00,0.00,28.65,0.00,15.57,0.00
0.00,46.00,10.00,1.00,0.00,1.00,32.23,0.00,17.35,0.00
0.00,33.00,10.00,1.00,0.00,0.00,27.93,0.00,1.82,0.00
0.00,53.00,5.00,1.00,0.00,1.00,5.32,0.00,0.20,0.00
0.00,24.00,10.00,1.00,0.00,1.00,21.48,0.00,11.40,0.00
0.00,55.00,3.00,1.00,0.00,1.00,26.93,0.00,0.00,1.00
0.00,41.00,10.00,1.00,0.00,0.00,30.51,0.00,18.95,0.00
1.00,25.00,11.00,1.00,0.00,1.00,13.25,0.00,20.31,0.00
0.00,23.00,11.00,1.00,0.00,1.00,26.85,0.00,2.18,0.00
0.00,42.00,11.00,1.00,0.00,0.00,30.44,0.00,6.46,0.00
0.00,53.00,9.00,1.00,0.00,1.00,27.40,0.00,1.55,0.00
0.00,31.00,8.00,1.00,0.00,1.00,21.70,0.00,7.50,0.00
0.00,19.00,11.00,1.00,0.00,0.00,21.48,0.00,10.67,0.00
1.00,31.00,11.00,1.00,0.00,0.00,8.63,0.00,20.47,0.00
1.00,25.00,11.00,1.00,0.00,0.00,13.96,0.00,7.29,0.00
0.00,23.00,11.00,1.00,0.00,1.00,16.83,0.00,25.69,0.00
0.00,34.00,10.00,1.00,0.00,0.00,25.06,0.00,9.86,0.00
0.00,51.00,8.00,1.00,0.00,1.00,11.60,0.00,9.13,0.00
1.00,53.00,4.00,1.00,0.00,1.00,1.97,0.00,2.03,0.00
0.00,48.00,8.00,1.00,0.00,1.00,23.27,0.00,0.00,1.00
1.00,48.00,8.00,1.00,0.00,1.00,23.27,0.00,14.08,0.00
0.00,23.00,11.00,1.00,0.00,1.00,21.48,0.00,14.53,0.00
1.00,42.00,8.00,1.00,0.00,0.00,21.13,0.00,13.63,0.00
1.00,30.00,10.00,1.00,0.00,1.00,0.00,1.00,7.05,0.00
1.00,47.00,12.00,0.00,0.00,0.00,0.00,1.00,3.23,0.00
0.00,44.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,54.00,12.00,0.00,0.00,1.00,0.00,1.00,0.04,0.00
0.00,55.00,12.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
1.00,47.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,44.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,49.00,14.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,55.00,14.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,34.00,16.00,0.00,0.00,1.00,0.00,1.00,8.97,0.00
0.00,55.00,13.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
1.00,52.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,52.00,15.00,0.00,0.00,1.00,0.00,1.00,1.25,0.00
1.00,30.00,16.00,0.00,0.00,1.00,0.00,1.00,2.80,0.00
1.00,21.00,12.00,0.00,0.00,0.00,0.00,1.00,7.99,0.00
1.00,30.00,17.00,0.00,0.00,0.00,0.00,1.00,4.95,0.00
0.00,44.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,46.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,53.00,17.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,26.00,16.00,0.00,0.00,0.00,0.00,1.00,22.00,0.00
0.00,49.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,39.00,15.00,0.00,0.00,1.00,0.00,1.00,14.07,0.00
0.00,26.00,17.00,0.00,0.00,1.00,0.00,1.00,13.44,0.00
0.00,32.00,16.00,0.00,0.00,1.00,0.00,1.00,4.88,0.00
1.00,34.00,12.00,0.00,0.00,1.00,0.00,1.00,1.88,0.00
1.00,31.00,14.00,0.00,0.00,1.00,0.00,1.00,5.20,0.00
1.00,39.00,17.00,0.00,1.00,1.00,0.00,1.00,0.88,0.00
0.00,40.00,17.00,0.00,0.00,1.00,0.00,1.00,4.67,0.00
1.00,31.00,12.00,0.00,0.00,1.00,0.00,1.00,10.87,0.00
0.00,27.00,13.00,0.00,0.00,1.00,0.00,1.00,5.29,0.00
0.00,48.00,12.00,0.00,0.00,1.00,0.00,1.00,6.39,0.00
0.00,41.00,13.00,0.00,0.00,1.00,0.00,1.00,0.34,0.00
1.00,26.00,14.00,0.00,0.00,0.00,0.00,1.00,12.54,0.00
0.00,50.00,17.00,0.00,0.00,0.00,0.00,1.00,8.02,0.00
0.00,48.00,12.00,0.00,0.00,1.00,0.00,1.00,9.38,0.00
0.00,45.00,16.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,37.00,13.00,0.00,0.00,1.00,0.00,1.00,13.86,0.00
1.00,33.00,12.00,0.00,0.00,1.00,0.00,1.00,4.10,0.00
0.00,31.00,12.00,0.00,0.00,1.00,0.00,1.00,14.95,0.00
0.00,44.00,13.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,28.00,17.00,0.00,0.00,1.00,0.00,1.00,15.00,0.00
1.00,30.00,17.00,0.00,0.00,1.00,0.00,1.00,17.60,0.00
0.00,42.00,16.00,0.00,0.00,1.00,0.00,1.00,6.98,0.00
1.00,30.00,12.00,0.00,0.00,1.00,0.00,1.00,22.79,0.00
0.00,27.00,16.00,0.00,0.00,1.00,0.00,1.00,2.19,0.00
0.00,37.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,37.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,45.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,35.00,16.00,0.00,0.00,1.00,0.00,1.00,6.14,0.00
0.00,37.00,17.00,0.00,0.00,1.00,0.00,1.00,5.47,0.00
1.00,27.00,17.00,0.00,0.00,1.00,0.00,1.00,4.50,0.00
0.00,47.00,14.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,48.00,12.00,0.00,0.00,1.00,0.00,1.00,4.67,0.00
0.00,42.00,12.00,0.00,0.00,1.00,0.00,1.00,9.27,0.00
0.00,43.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,46.00,12.00,0.00,0.00,1.00,0.00,1.00,0.79,0.00
1.00,46.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,46.00,12.00,0.00,0.00,1.00,0.00,1.00,2.63,0.00
0.00,29.00,16.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,39.00,13.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,32.00,12.00,0.00,0.00,1.00,0.00,1.00,14.01,0.00
0.00,48.00,16.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,48.00,16.00,0.00,0.00,1.00,0.00,1.00,5.51,0.00
0.00,41.00,13.00,0.00,0.00,1.00,0.00,1.00,11.36,0.00
0.00,42.00,13.00,0.00,0.00,1.00,0.00,1.00,10.67,0.00
0.00,42.00,13.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,42.00,13.00,0.00,0.00,1.00,0.00,1.00,12.13,0.00
1.00,54.00,13.00,0.00,0.00,1.00,0.00,1.00,2.62,0.00
0.00,29.00,14.00,0.00,0.00,1.00,0.00,1.00,12.47,0.00
0.00,54.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,54.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,26.00,14.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,43.00,17.00,0.00,0.00,1.00,0.00,1.00,10.33,0.00
0.00,54.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,37.00,12.00,0.00,0.00,1.00,0.00,1.00,6.41,0.00
1.00,54.00,16.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,48.00,17.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,44.00,12.00,0.00,0.00,1.00,0.00,1.00,10.03,0.00
1.00,54.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,38.00,12.00,0.00,0.00,1.00,0.00,1.00,1.16,0.00
0.00,37.00,13.00,0.00,0.00,1.00,0.00,1.00,16.25,0.00
1.00,27.00,17.00,0.00,0.00,1.00,0.00,1.00,11.08,0.00
0.00,51.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,39.00,12.00,0.00,0.00,1.00,0.00,1.00,18.04,0.00
0.00,55.00,14.00,0.00,0.00,1.00,0.00,1.00,0.16,0.00
0.00,54.00,13.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,54.00,13.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,34.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,50.00,14.00,0.00,0.00,1.00,0.00,1.00,3.87,0.00
0.00,50.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,21.00,14.00,0.00,1.00,0.00,0.14,0.00,10.95,0.00
1.00,26.00,12.00,0.00,0.00,1.00,0.14,0.00,15.45,0.00
1.00,21.00,13.00,0.00,0.00,0.00,1.39,0.00,2.06,0.00
1.00,23.00,16.00,0.00,0.00,1.00,3.04,0.00,8.79,0.00
1.00,21.00,15.00,0.00,0.00,0.00,6.45,0.00,10.61,0.00
1.00,23.00,14.00,0.00,0.00,0.00,6.80,0.00,6.92,0.00
0.00,27.00,16.00,0.00,0.00,1.00,9.67,0.00,16.93,0.00
1.00,25.00,12.00,0.00,0.00,1.00,11.46,0.00,18.49,0.00
1.00,27.00,17.00,0.00,0.00,0.00,12.17,0.00,14.71,0.00
0.00,55.00,12.00,0.00,0.00,1.00,12.53,0.00,0.00,1.00
0.00,20.00,12.00,0.00,0.00,1.00,14.32,0.00,5.66,0.00
0.00,18.00,12.00,0.00,0.00,1.00,16.11,0.00,17.71,0.00
0.00,27.00,12.00,0.00,0.00,1.00,16.47,0.00,15.98,0.00
0.00,28.00,16.00,0.00,0.00,1.00,17.90,0.00,20.58,0.00
0.00,36.00,12.00,0.00,0.00,1.00,21.48,0.00,21.66,0.00
0.00,27.00,13.00,0.00,0.00,1.00,32.23,0.00,28.52,0.00
0.00,45.00,17.00,0.00,0.00,1.00,32.23,0.00,21.40,0.00
0.00,45.00,17.00,0.00,0.00,1.00,32.23,0.00,1.90,0.00
0.00,45.00,17.00,0.00,0.00,1.00,32.23,0.00,28.79,0.00
0.00,32.00,16.00,0.00,0.00,1.00,13.82,0.00,23.04,0.00
0.00,22.00,13.00,0.00,0.00,0.00,0.00,1.00,2.78,0.00
1.00,35.00,15.00,0.00,0.00,1.00,1.07,0.00,2.31,0.00
0.00,26.00,15.00,0.00,0.00,0.00,3.76,0.00,13.04,0.00
0.00,29.00,17.00,0.00,0.00,1.00,17.90,0.00,17.88,0.00
0.00,19.00,12.00,0.00,0.00,1.00,17.19,0.00,17.00,0.00
1.00,48.00,16.00,0.00,0.00,1.00,2.93,0.00,3.28,0.00
1.00,48.00,16.00,0.00,0.00,1.00,2.93,0.00,10.87,0.00
1.00,24.00,17.00,0.00,0.00,1.00,0.00,1.00,5.44,0.00
1.00,27.00,16.00,0.00,0.00,1.00,2.51,0.00,14.65,0.00
1.00,21.00,14.00,0.00,0.00,0.00,5.37,0.00,9.39,0.00
0.00,53.00,13.00,0.00,0.00,1.00,7.88,0.00,1.31,0.00
0.00,53.00,13.00,0.00,0.00,1.00,7.88,0.00,0.00,1.00
0.00,53.00,16.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,22.00,15.00,0.00,0.00,1.00,10.74,0.00,12.88,0.00
0.00,21.00,15.00,0.00,0.00,0.00,19.34,0.00,9.47,0.00
1.00,30.00,12.00,0.00,0.00,1.00,3.58,0.00,2.18,0.00
1.00,22.00,15.00,0.00,0.00,0.00,5.73,0.00,9.54,0.00
0.00,23.00,13.00,0.00,0.00,1.00,10.74,0.00,15.20,0.00
1.00,33.00,12.00,0.00,0.00,1.00,0.00,1.00,1.16,0.00
0.00,24.00,13.00,0.00,0.00,0.00,6.26,0.00,4.71,0.00
0.00,19.00,12.00,0.00,0.00,1.00,21.48,0.00,14.38,0.00
0.00,22.00,15.00,0.00,0.00,1.00,34.37,0.00,9.38,0.00
0.00,43.00,14.00,0.00,0.00,1.00,0.00,1.00,9.27,0.00
1.00,39.00,12.00,0.00,0.00,1.00,14.32,0.00,6.33,0.00
1.00,19.00,14.00,0.00,0.00,0.00,6.45,0.00,10.02,0.00
0.00,26.00,17.00,0.00,0.00,1.00,25.06,0.00,18.28,0.00
0.00,18.00,12.00,0.00,0.00,1.00,22.20,0.00,10.14,0.00
1.00,23.00,15.00,0.00,0.00,1.00,5.01,0.00,18.84,0.00
0.00,27.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,29.00,17.00,0.00,0.00,1.00,30.44,0.00,11.21,0.00
1.00,27.00,12.00,0.00,0.00,1.00,0.51,0.00,6.27,0.00
0.00,27.00,15.00,0.00,0.00,1.00,9.31,0.00,13.66,0.00
0.00,22.00,12.00,0.00,0.00,1.00,30.79,0.00,18.23,0.00
0.00,26.00,17.00,0.00,0.00,0.00,23.27,0.00,23.41,0.00
0.00,20.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,30.00,17.00,0.00,0.00,1.00,8.59,0.00,27.37,0.00
0.00,21.00,14.00,0.00,0.00,1.00,18.62,0.00,12.50,0.00
0.00,25.00,16.00,0.00,0.00,1.00,5.91,0.00,34.24,0.00
0.00,27.00,15.00,0.00,0.00,1.00,0.00,1.00,6.98,0.00
0.00,29.00,16.00,0.00,0.00,1.00,34.37,0.00,22.37,0.00
1.00,20.00,12.00,0.00,0.00,0.00,1.43,0.00,11.01,0.00
0.00,52.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,23.00,17.00,0.00,0.00,0.00,4.30,0.00,10.23,0.00
0.00,21.00,14.00,0.00,0.00,1.00,14.32,0.00,16.75,0.00
1.00,24.00,16.00,0.00,0.00,0.00,17.90,0.00,10.66,0.00
0.00,30.00,17.00,0.00,0.00,1.00,24.17,0.00,13.49,0.00
0.00,25.00,17.00,0.00,0.00,0.00,34.83,0.00,21.12,0.00
0.00,21.00,12.00,0.00,0.00,1.00,13.61,0.00,5.61,0.00
0.00,28.00,12.00,0.00,0.00,1.00,21.48,0.00,18.60,0.00
0.00,20.00,12.00,0.00,0.00,1.00,12.53,0.00,20.48,0.00
1.00,36.00,16.00,0.00,0.00,0.00,9.67,0.00,15.57,0.00
0.00,47.00,12.00,0.00,0.00,1.00,19.03,0.00,3.23,0.00
0.00,24.00,16.00,0.00,0.00,1.00,9.67,0.00,18.29,0.00
0.00,25.00,17.00,0.00,0.00,1.00,21.13,0.00,29.83,0.00
0.00,21.00,16.00,0.00,0.00,1.00,21.13,0.00,13.78,0.00
0.00,26.00,14.00,0.00,0.00,1.00,26.85,0.00,20.68,0.00
0.00,20.00,13.00,0.00,1.00,1.00,20.05,0.00,19.31,0.00
0.00,27.00,14.00,0.00,0.00,1.00,0.00,1.00,6.41,0.00
0.00,26.00,12.00,0.00,0.00,0.00,23.27,0.00,10.09,0.00
1.00,23.00,17.00,0.00,0.00,1.00,10.74,0.00,3.85,0.00
0.00,21.00,12.00,0.00,0.00,1.00,25.06,0.00,25.33,0.00
0.00,28.00,14.00,0.00,0.00,1.00,15.75,0.00,9.50,0.00
